source_url,disease_name,symptom_list,generated_sentence_from_symptoms
https://medlineplus.gov/ency/article/000343.htm,Hypopituitarism,"Fatigue, weakness | Loss of the body or facial hair (in men) | Short height (less than 5 feet or 1.5 meters) if onset is during the childhood growth period | Headache | Irregular or absent menstrual periods | The severity of the disorder | The number of hormones that are missing and the organs they affect | Low blood sugar | Joint stiffness | Slowed growth and sexual development (in children) | Decreased appetite | Sensitivity to cold | Vision problems | Weight gain | Abdominal pain | Failure to release milk (in women) | Face swelling | Hair loss | Dizziness or fainting | Erection problems | Weight loss | Hoarseness or changing voice | Infertility | Lack of sex drive (libido) in men or women | Loss of armpit or pubic hair | Low blood pressure | Excessive urination and thirst (including frequent urination at night)","I've been experiencing a multitude of symptoms that have been affecting my daily life, including persistent fatigue and weakness, as well as a loss of body and facial hair. I've also noticed that I've been experiencing headaches, and my menstrual periods have become irregular or even absent. I've been dealing with low blood sugar, joint stiffness, and slowed growth and sexual development. Additionally, I've had a decreased appetite, sensitivity to cold, and vision problems, which have all contributed to my weight gain. I've also been experiencing abdominal pain, and as a woman, I've had issues with milk production. I've noticed face swelling, hair loss, and dizziness or fainting spells. Furthermore, I've been struggling with erection problems, weight loss, and changes in my voice. I've also been experiencing infertility, a lack of sex drive, and a loss of armpit or pubic hair. On top of all this, I've had low blood pressure, excessive urination, and thirst, including frequent urination at night."
https://medlineplus.gov/ency/article/001045.htm,Age-related hearing loss,"Having to raise the volume on the TV | Frequently asking people to repeat themselves | Certain sounds seeming overly loud | More difficulty understanding people with higher-pitched voices | Frustration at not being able to hear | Difficulty hearing people around you | Problems hearing in noisy areas | Problems telling apart certain sounds, such as ""s"" or ""th"" | Ringing in the ears","I've been struggling with my hearing lately, and I've noticed that I've had to raise the volume on the TV to understand what's being said, and I frequently ask people to repeat themselves because I just can't catch what they're saying. Certain sounds seem overly loud to me, and I've been having more difficulty understanding people with higher-pitched voices. This has been really frustrating for me, as I'm having trouble hearing people around me, especially in noisy areas. I've also been having problems telling apart certain sounds, such as ""s"" or ""th"", and to make matters worse, I've been experiencing this annoying ringing in my ears."
https://medlineplus.gov/ency/article/002851.htm,Poisoning - fish and shellfish,"Headache (probably the most common symptom) | Extremely red skin on the face and body | Hives and itching | Low heart rate and low blood pressure (in very severe cases) | Abdominal cramps | A feeling that your teeth are loose and about to fall out | Diarrhea (severe and watery) | Metallic taste in the mouth | Peppery or bitter taste | Nausea and vomiting | Flushing | Confusing hot and cold temperatures (for instance, you will feel like an ice cube is burning you, while a match is freezing your skin) | Breathing problems, including wheezing and chest tightness (in severe cases)","I've been experiencing a plethora of unsettling symptoms lately, starting with persistent headaches, which seem to be the most prevalent. I've also noticed that my skin has become extremely red on my face and body, accompanied by hives and intense itching. In severe cases, I've had a low heart rate and low blood pressure. Additionally, I've been dealing with abdominal cramps, a bizarre feeling that my teeth are loose and about to fall out, and severe, watery diarrhea. Furthermore, I've developed a metallic taste in my mouth, sometimes accompanied by a peppery or bitter taste. I've also experienced nausea and vomiting, as well as flushing. What's more, I've been having trouble distinguishing between hot and cold temperatures, often feeling like an ice cube is burning me while a match is freezing my skin. In the most severe cases, I've struggled with breathing problems, including wheezing and chest tightness."
https://medlineplus.gov/ency/article/000771.htm,Wernicke-Korsakoff syndrome,"Confusion and loss of mental activity that can progress to coma and death | Loss of memory, can be severe | Inability to form new memories | Loss of muscle coordination (ataxia) that can cause leg tremor | Vision changes such as
   abnormal eye movements (back and forth movements called nystagmus),
   double vision, eyelid drooping | Seeing or hearing things that are not really there (hallucinations) | Making up stories (confabulation)","I've been experiencing some disturbing symptoms lately, including confusion and a loss of mental activity that's been progressing rapidly, which is really concerning me. I've also been struggling with severe memory loss, and I've noticed that I'm unable to form new memories, which is affecting my daily life. Additionally, I've been having trouble with muscle coordination, which has led to leg tremors and ataxia. My vision has also been affected, with abnormal eye movements, double vision, and eyelid drooping. Furthermore, I've been experiencing hallucinations, seeing and hearing things that aren't really there, and I've even caught myself making up stories, which I know isn't true, due to confabulation."
https://medlineplus.gov/ency/article/002800.htm,Oven cleaner poisoning,"Vision loss | Low blood pressure -- develops rapidly (shock) | Holes in the skin or underlying tissues | Irritation | Breathing difficulty -- from breathing in fumes | Severe pain in the throat | Burns | Bloody stools | Severe change in blood acid level -- leads to organ damage | Burns and possible holes of the esophagus (food pipe) | Severe pain or burning in the nose, eyes, ears, lips, or tongue | Throat swelling -- may also cause breathing difficulty | Vomiting, possibly bloody | Abdominal pain | Collapse","I've been experiencing a multitude of severe symptoms, including sudden vision loss and rapid development of low blood pressure, which has led to shock. I've also noticed holes in my skin and underlying tissues, accompanied by intense irritation. Additionally, I've been having breathing difficulties, which I suspect is due to inhaling fumes. The pain in my throat is unbearable, and I've been experiencing burns, both internally and externally. I've also had bloody stools, which is alarming, and I'm concerned about the severe change in my blood acid level, which could lead to organ damage. Furthermore, I've been experiencing severe pain or burning sensations in my nose, eyes, ears, lips, and tongue, and my throat has been swelling, making it difficult to breathe. I've also been vomiting, sometimes with blood, and I've been experiencing abdominal pain. Worst of all, I've been feeling like I'm on the verge of collapse."
https://medlineplus.gov/ency/article/000252.htm,Viral gastroenteritis (stomach flu),"Chills, clammy skin, or sweating | Nausea and vomiting | Poor feeding | Weight loss | Joint stiffness or muscle pain Â Â Â | Diarrhea | Abdominal pain | Fever","I've been experiencing a multitude of symptoms lately, including chills, clammy skin, and sweating, which have been accompanied by nausea and vomiting. Additionally, I've noticed poor feeding habits and a significant weight loss. I've also been dealing with joint stiffness and muscle pain, as well as recurring diarrhea and abdominal pain. To make matters worse, I've been running a fever, which has left me feeling weak and exhausted."
https://medlineplus.gov/ency/article/000233.htm,Celiac disease â sprue,"Constipation | Tingling or numbness in the hands or feet | Mouth ulcers | Stools that are foul smelling, oily, or stick to the toilet when flushed | Abdominal pain, bloating, gas, or indigestion | Defects in the tooth enamel and changes in tooth color | Irritable and fussy behavior | Easy bruising | Muscle cramps and joint pain | Hair loss | Missed menstrual periods | Delayed puberty | Lactose intolerance (common when the person is diagnosed, often goes away after treatment) | Unexplained weight loss (although people can be overweight or normal weight) | Depression or anxiety | Seizures | Muscle wasting | Growth delay in children | Decreased appetite (may also be increased or unchanged) | Diarrhea, either constant or off and on | Unexplained short height | Itchy skin with a rash (dermatitis herpetiformis) | Slowed growth and shorter than normal height for their age | Diarrhea, constipation, fatty or foul-smelling stools, nausea, or vomiting | Nosebleeds | Fatigue | Nausea and vomiting | Poor weight gain","I've been experiencing a multitude of symptoms lately, including constipation, tingling or numbness in my hands and feet, and recurring mouth ulcers. I've also been dealing with stools that are foul-smelling, oily, or stick to the toilet when flushed, accompanied by abdominal pain, bloating, gas, and indigestion. Furthermore, I've noticed defects in my tooth enamel and changes in tooth color. I've become increasingly irritable and fussy, and I've been experiencing easy bruising, muscle cramps, and joint pain. Additionally, I've been struggling with hair loss, and I've had missed menstrual periods. I've also been diagnosed with lactose intolerance, which I'm hoping will resolve with treatment. I've been experiencing unexplained weight loss, despite being overweight or normal weight, and I've been struggling with depression and anxiety. Occasionally, I've had seizures, and I've noticed muscle wasting. As a result, I've had growth delays, and I'm concerned about my short stature. I've had decreased appetite, which can be inconsistent, and I've experienced diarrhea, either constantly or intermittently. I've also had unexplained short height, itchy skin with a rash, and slowed growth. On top of all this, I've been experiencing nosebleeds, fatigue, nausea, and vomiting, which has led to poor weight gain."
https://medlineplus.gov/ency/article/002671.htm,Meclofenamate overdose,"Headache | Wheezing | Sweating | No urine output | Confusion | Congestive heart failure (chest discomfort, shortness of breath, leg swelling) | Unsteadiness | Bruising | Fatigue and weakness | Diarrhea | Blistering rash | Possible loss of blood through the stomach and intestines | Blurred vision | Difficulty breathing | High or low blood pressure | Drowsiness | Agitation | Seizures | Ringing in the ears | Convulsions | Stomach pain | Coma (decreased level of consciousness and lack of responsiveness) | Numbness and tingling | Nausea and vomiting (sometimes with blood) | Decreased urine output","I've been experiencing a multitude of alarming symptoms lately, including severe headaches, wheezing, and excessive sweating. I've also noticed that I haven't been producing any urine, which is causing me great concern. Additionally, I've been feeling confused and unsteady, and I've developed congestive heart failure, which is manifesting as chest discomfort, shortness of breath, and leg swelling. On top of this, I've been experiencing fatigue and weakness, as well as diarrhea and a blistering rash. I've also had some concerning gastrointestinal issues, including stomach pain, nausea, and vomiting, which has sometimes been accompanied by blood. Furthermore, I've been experiencing blurred vision, difficulty breathing, and high or low blood pressure. I've also been feeling drowsy and agitated, and I've even had seizures and convulsions. I've also been experiencing ringing in my ears and numbness and tingling sensations. In extreme cases, I've even slipped into a coma, characterized by a decreased level of consciousness and lack of responsiveness."
https://medlineplus.gov/ency/article/001347.htm,Leprosy,"Lesions that do not heal after several weeks to months | Skin lesions that are lighter than your normal skin color | Numbness or lack of feeling in the hands, arms, feet, and legs | Lesions that have decreased sensation to touch, heat, or pain","I've been dealing with some concerning skin issues lately, including lesions that have failed to heal after several weeks to months, and they're actually lighter than my normal skin color. Additionally, I've noticed numbness or a lack of feeling in my hands, arms, feet, and legs, which is quite unsettling. To make matters worse, these lesions have decreased sensation to touch, heat, or pain, which has been really worrying me."
https://medlineplus.gov/ency/article/001211.htm,Hypothalamic tumor,"Euphoric ""high"" sensations | Failure to thrive (lack of normal growth in children) | Headache | Loss of body fat and appetite (cachexia) | Hyperactivity","I've been experiencing some unusual and concerning symptoms lately, including euphoric ""high"" sensations, which are accompanied by a range of other issues, such as headaches and hyperactivity. On top of this, I've noticed a lack of normal growth, which is especially concerning for children, and I've also been struggling with a loss of body fat and appetite, leading to a condition known as cachexia."
https://medlineplus.gov/ency/article/000739.htm,Dementia,"Understand language | Having delusions, depression, and agitation | Poor judgment and loss of ability to recognize danger | Forgetting events in one's own life history, or losing self-awareness | Forgetting details about current events | Language problems, such as trouble with the names of familiar objects | Difficulty solving problems or making decisions | Poor performance of job duties | Memory | Losing interest in things previously enjoyed, flat mood | Recognize family members | Thinking and judgment (cognitive skills) | Forgetting names of familiar people, recent events, or conversations | Change in sleep patterns, often waking up at night | Language | Misplacing items | Perception | More difficulty reading or writing | Problems controlling bowel movements or urine | Difficulty with basic tasks, such as preparing meals, choosing proper clothing, or driving | Difficulty with tasks that take some thought, but that used to come easily, such as balancing a checkbook, playing games (such as bridge), and learning new information or routines | Personality changes and loss of social skills, which can lead to inappropriate behaviorsÂ | Emotional behavior or personality | Difficulty doing more than one task at a time | Taking longer to do more difficult mental activities | Having hallucinations, arguments, striking out, and violent behavior | Withdrawing from social contact | Mood changes leading to aggressive behavior | Using the wrong word, not pronouncing words correctly, speaking in confusing sentences | Swallowing problems | Perform basic activities of daily living, such as eating, dressing, and bathing | Getting lost on familiar routes","I've been experiencing some concerning cognitive and behavioral changes lately, including difficulties understanding language and expressing myself effectively. I've been having delusions, depression, and agitation, which have led to poor judgment and a loss of ability to recognize danger. I've also noticed that I've been forgetting events in my own life history, losing self-awareness, and struggling to recall details about current events. Additionally, I've been having language problems, such as trouble with the names of familiar objects, and I've been having difficulty solving problems or making decisions. My performance at work has suffered, and I've been struggling with memory, often forgetting names of familiar people, recent events, or conversations. I've also noticed changes in my sleep patterns, often waking up at night, and I've been misplacing items more frequently. Furthermore, I've been experiencing problems with perception, reading, and writing, and I've been having difficulty controlling my bowel movements or urine. Basic tasks, such as preparing meals, choosing proper clothing, or driving, have become challenging for me, and I've been struggling with tasks that require thought, like balancing a checkbook or learning new information. I've also noticed personality changes, leading to inappropriate behaviors, and I've been withdrawing from social contact. I've been experiencing mood changes, leading to aggressive behavior, and I've been having hallucinations, arguments, and violent outbursts. I've also been struggling with speaking, using the wrong words, not pronouncing words correctly, and speaking in confusing sentences. Moreover, I've been having swallowing problems, and I've been struggling to perform basic activities of daily living, such as eating, dressing, and bathing. Finally, I've been getting lost on familiar routes, which has been very concerning for me."
https://medlineplus.gov/ency/article/000234.htm,Meckel diverticulum,Pain in the abdomen that can be mild or severe | Blood in the stool | Nausea and vomiting,"I've been experiencing some worrying symptoms lately, including pain in my abdomen that can range from mild to severe, which is often accompanied by blood in my stool, and I've also been dealing with nausea and vomiting."
https://medlineplus.gov/ency/article/002893.htm,Chlorophyll poisoning,Diarrhea | Loose bowel movements (stools) | Stomach cramps,"I've been experiencing some gastrointestinal issues lately, including diarrhea and loose bowel movements, which are often accompanied by stomach cramps."
https://medlineplus.gov/ency/article/001623.htm,Orbital pseudotumor,"Eye swelling (proptosis) | Pain in eye, and it may be severe | Restricted eye movement | Double vision | Red eye (rare)","I've been experiencing some disturbing symptoms in my eyes, including noticeable swelling, severe pain, and restricted movement, which is making it difficult for me to look in certain directions. Additionally, I've been seeing double and occasionally, my eye has turned a deep red color, which is quite alarming."
https://medlineplus.gov/ency/article/000274.htm,Choledocholithiasis,Loss of appetite. | Clay-colored stools. | Yellowing of skin and whites of the eyes (jaundice). | Nausea and vomiting. | Fever. | Pain in the right upper or middle upper abdomen for at least 30 minutes. The pain may be constant and intense. It can be mild or severe.,"I've been experiencing some disturbing symptoms lately, including a loss of appetite and clay-colored stools, which have been accompanied by yellowing of my skin and the whites of my eyes, indicating jaundice. I've also been dealing with nausea and vomiting, as well as a persistent fever. The most concerning symptom, however, is the intense pain in my right upper or middle upper abdomen, which has been constant and severe for at least 30 minutes."
https://medlineplus.gov/ency/article/000894.htm,Menopause,"Menstrual periods that occur less often and eventually stop | Sleeping problems (insomnia) | Decreased interest in sex or changes in sexual response | Night sweats | Headaches | Vaginal infections | Forgetfulness (in some women) | Joint aches and pains | Urine leakage | Hot flashes, usually worst during the first 1 to 2 years | Mood swings, including irritability, depression, and anxiety | Irregular heartbeat (palpitations) | Heart pounding or racing | Skin flushing | Vaginal dryness and painful sexual intercourse","I've been experiencing a range of symptoms lately, including menstrual periods that are becoming less frequent and may eventually stop, as well as insomnia and a decreased interest in sex or changes in sexual response. I've also been having night sweats, headaches, and vaginal infections, and some women in my family have mentioned forgetfulness as an issue. Additionally, I've been dealing with joint aches and pains, urine leakage, and hot flashes, which seem to be worst during the first year or two. I've noticed mood swings, including feelings of irritability, depression, and anxiety, as well as an irregular heartbeat and a racing heart, which can be quite unsettling. Furthermore, I've experienced skin flushing, and vaginal dryness has made sexual intercourse painful."
https://medlineplus.gov/ency/article/000122.htm,Lung cancer - small cell,Chest pain | Weakness | Cough | Bloody sputum (phlegm) | Facial swelling | Shortness of breath | Loss of appetite | Wheezing | Weight loss | Hoarseness or changing voice | Swallowing difficulty | Fever,"I've been experiencing some concerning symptoms lately, including chest pain, weakness, and a persistent cough that's producing bloody sputum. Along with these issues, I've noticed facial swelling, shortness of breath, and a loss of appetite. Additionally, I've been experiencing wheezing, weight loss, and changes in my voice, which has become hoarse. Sometimes, I struggle with swallowing, and I've had a recurring fever."
https://medlineplus.gov/ency/article/000985.htm,Volvulus - childhood,Bloody or dark red stools | Vomiting green material | Pain or tenderness in the abdomen | Constipation or difficulty releasing stools | Shock | Distended abdomen | Nausea or vomiting,"I've been experiencing some alarming symptoms lately, including passing bloody or dark red stools, vomiting green material, and feeling pain or tenderness in my abdomen. Additionally, I've been dealing with constipation or difficulty releasing stools, and I've noticed signs of shock. My abdomen is also distended, and I've been experiencing nausea or vomiting, which has been quite distressing."
https://medlineplus.gov/ency/article/001257.htm,Uvulitis,Coughing | Choking or gagging | Excessive saliva | Pain while swallowing | Fever | Decreased or no appetite | Feeling like something is in your throat,"I've been experiencing some unsettling symptoms lately, including persistent coughing and occasional choking or gagging episodes, which are quite alarming. Along with this, I've noticed an excessive amount of saliva, and swallowing has become painful. I've also developed a fever and, as a result, my appetite has decreased significantly. To make matters worse, I've been having this constant feeling that there's something stuck in my throat, which is quite uncomfortable and concerning."
https://medlineplus.gov/ency/article/001489.htm,Bartholin cyst or abscess,"A tender lump on either side of the vaginal opening | Pain with sitting or walking | Swelling and redness | Vaginal pressure | Vaginal discharge | Fever, in people with low immunity | Pain with sexual intercourse","I've been experiencing some uncomfortable symptoms lately, including a tender lump on either side of my vaginal opening, which is painful when I sit or walk. I've also noticed swelling and redness in the area, along with a feeling of vaginal pressure. Additionally, I've been dealing with vaginal discharge, and I've had a fever, which is concerning since I have a weakened immune system. To make matters worse, I've been experiencing pain during sexual intercourse, which is affecting my daily life."
https://medlineplus.gov/ency/article/000744.htm,Frontotemporal dementia,"Weakness | Impulsive or inappropriate behavior | Repetitive behavior | Movement/coordination difficulties (apraxia) | Shrinking vocabulary | Cannot speak (mutism) | Progressive supranuclear palsy | Problems with personal hygiene | Repeating anything spoken to them (echolalia) | Weak, uncoordinated speech sounds | Not able to keep a job | Failure to show emotional warmth, concern, empathy, sympathy | Difficulty finding a word | Compulsive behaviors | Primary progressive aphasia | Failure to recognize changes in behavior | Decreased interest in daily living activities | Amyotrophic Lateral Sclerosis (ALS/Lou Gehrig disease) | Increased muscle tone (rigidity) | Inability to function or interact in social or personal situations | Inappropriate mood | Decreased ability to read or write | Memory loss that gets worse | Not caring about events or environment | Withdrawal from social interaction | Urinary incontinence | Abrupt mood changes | Difficulty speaking or understanding speech (aphasia)","I've been experiencing a multitude of symptoms that are affecting my daily life, including feelings of weakness and impulsive or inappropriate behavior, which is often accompanied by repetitive actions. I've also been struggling with movement and coordination difficulties, known as apraxia, and have noticed a shrinking vocabulary that's making it hard for me to express myself. Sometimes, I'm unable to speak at all, a condition known as mutism. I've been diagnosed with progressive supranuclear palsy and have been having trouble with personal hygiene, often repeating what's said to me, a phenomenon known as echolalia. My speech has become weak and uncoordinated, making it difficult for others to understand me. Unfortunately, these symptoms have made it impossible for me to hold down a job, and I've lost emotional warmth, concern, empathy, and sympathy for others. I've been struggling to find the right words, and compulsive behaviors have become a part of my daily life. I've been diagnosed with primary progressive aphasia, and I've failed to recognize changes in my own behavior. I've lost interest in daily activities and have been experiencing symptoms of Amyotrophic Lateral Sclerosis, also known as ALS or Lou Gehrig's disease. My muscles have become rigid, making it hard for me to move, and I've become withdrawn from social interactions, often displaying inappropriate moods. I've noticed that my ability to read and write has decreased, and my memory loss is getting progressively worse. I've become apathetic, not caring about events or my environment, and have started to experience urinary incontinence. To make matters worse, I've been experiencing abrupt mood changes, and my ability to speak or understand speech has been severely impaired due to aphasia."
https://medlineplus.gov/ency/patientinstructions/000486.htm,Preterm labor,"Fluid that leaks from your vagina in a trickle or a gush | Contractions with lower back pain or pressure in your groin or thighs | Your water breaks (ruptured membranes) | Bright red bleeding from your vagina | A thick, mucous-filled discharge from your vagina with blood in it | More than 5 contractions per hour, or contractions that are regular and painful | Spotting or cramps in your abdomen | Contractions that get longer, stronger, and closer together","I've been experiencing some concerning symptoms lately, including a fluid leak from my vagina that comes in trickles or gushes, and I've been having contractions accompanied by lower back pain or pressure in my groin or thighs. I'm also worried that my water might have broken, as I've noticed bright red bleeding from my vagina, as well as a thick, mucous-filled discharge with blood in it. Additionally, I've been having more than 5 contractions per hour, which are becoming more regular and painful. I've also been experiencing spotting or cramps in my abdomen, and the contractions seem to be getting longer, stronger, and closer together."
https://medlineplus.gov/ency/patientinstructions/000546.htm,Achilles tendon rupture - aftercare,"Keep your foot elevated when you are sitting. | Talk with your health care provider if you have heart disease, liver disease, high blood pressure, kidney disease, or have had stomach ulcers or bleeding. | Use pillows to raise your leg above the level of your heart when you sleep. | Put an ice pack on the area right after you injure it. | Use a boot for walking or crutches to take weight off your ankle. | Not give aspirin to children under 19. | Consider quitting smoking (smoking can affect healing after surgery). | Not take more pain killer than the dosage recommended on the bottle or by your provider.","I've been dealing with an ankle injury and I've been trying to take care of it by keeping my foot elevated when I'm sitting and using pillows to raise my leg above the level of my heart when I sleep. I've also been using an ice pack on the area right after the injury and have been considering using a boot for walking or crutches to take the weight off my ankle. I've been advised to talk with you about my medical history, including heart disease, liver disease, high blood pressure, kidney disease, or if I've had stomach ulcers or bleeding. Additionally, I've been told not to give aspirin to children under 19 and to avoid taking more painkillers than the recommended dosage. I've also been considering quitting smoking as it can affect healing after surgery."
https://medlineplus.gov/ency/article/001402.htm,Polio,"General discomfort or uneasiness (malaise) | Headache | Inapparent infection | Paralytic | Stiff and sore muscles at the back of the neck, trunk, arms, and legs | Changes in muscle reaction (reflexes) as the disease progresses | Difficulty swallowing | Breathing that is weak | Belly pain | Loss of appetite | Drooling | Urinary problems and constipation | Abortive disease | Vomiting | Fever for 2 to 3 days | Hoarse voice | Severe constipation and urinary problems | Sore throat | Muscle weakness, paralysis, loss of muscle tissue | Nonparalytic","I've been feeling a general sense of discomfort or uneasiness, accompanied by headaches, and I'm worried that I might have an inapparent infection. My muscles are stiff and sore, especially at the back of my neck, trunk, arms, and legs, and I've noticed changes in my muscle reflexes as this disease progresses. I've also been having trouble swallowing, and my breathing has become weak. Furthermore, I've been experiencing belly pain, loss of appetite, and excessive drooling. On top of that, I've been dealing with urinary problems and constipation, and I've had abortive disease, vomiting, and a fever that lasted for 2 to 3 days. My voice has become hoarse, and I'm struggling with severe constipation and urinary problems. Additionally, I have a sore throat, and I'm concerned about muscle weakness, paralysis, and loss of muscle tissue."
https://medlineplus.gov/ency/article/001110.htm,Tricuspid atresia,Bluish color to the skin (cyanosis) due to low oxygen level in the blood | Poor growth | Fatigue | Shortness of breath | Fast breathing,"I've been experiencing some concerning symptoms lately, including a bluish color to my skin, which I've learned is due to low oxygen levels in my blood. Along with this, I've noticed poor growth and persistent fatigue, which has been really affecting my daily life. I've also been struggling with shortness of breath and fast breathing, which is making me feel even more exhausted."
https://medlineplus.gov/ency/article/000857.htm,Genital herpes,"Tongue, mouth, eyes, gums, lips, fingers, and other parts of the body (in both genders) | Pain when passing urine | General sick feeling (malaise) | Problems emptying the bladder that may require a urinary catheter | Penis, scrotum, around the anus, on the thighs or buttocks (in men) | Muscle aches in the lower back, buttocks, thighs, or knees | Vaginal discharge (in women) | Decreased appetite | Outer vaginal lips (labia), vagina, cervix, around the anus, and on the thighs or buttocks (in women) | Swollen and tender lymph nodes in the groin | Fever","I've been experiencing a range of uncomfortable symptoms lately, including painful sores or lesions on my tongue, mouth, eyes, gums, lips, fingers, and other parts of my body. I've also been having pain when passing urine, which has left me with a general sick feeling or malaise. Additionally, I've been having problems emptying my bladder, which may require a urinary catheter. Specifically, as a [man/woman], I've noticed sores or lesions on my [penis, scrotum, around the anus, on the thighs or buttocks/vaginal lips, vagina, cervix, around the anus, and on the thighs or buttocks]. Furthermore, I've been experiencing muscle aches in my lower back, buttocks, thighs, or knees, and have noticed a vaginal discharge. My appetite has decreased, and I've become aware of swollen and tender lymph nodes in my groin. To top it all off, I've been running a fever."
https://medlineplus.gov/ency/patientinstructions/000777.htm,Greater trochanteric pain syndrome,"Joint stiffness | Difficulty walking | Swelling and warmth of the hip joint | Pain at the side of the hip, which may also be felt on the outside of the thigh | Sleeping or lying on the affected side | Catching and clicking sensation | Sitting for a long time | Getting out of a chair or bed | Walking up stairs | Pain that is sharp or intense at first, but may become more of an ache","I've been struggling with some debilitating symptoms in my hip area, including joint stiffness and difficulty walking, which has made everyday activities a real challenge. I've noticed swelling and warmth around my hip joint, and I'm experiencing pain on the side of my hip, which sometimes radiates to the outside of my thigh. It's especially bothersome when I'm sleeping or lying on the affected side, and I've even noticed a catching and clicking sensation in my joint. Sitting for a long time, getting out of a chair or bed, and walking up stairs have all become painful struggles. The pain is sharp and intense at first, but it often settles into a dull ache that's still quite uncomfortable."
https://medlineplus.gov/ency/article/000290.htm,Cholangitis,"Pain on the upper right side or upper middle part of the abdomen. It may also be felt in the back or below the right shoulder blade. The pain may come and go and feel sharp, cramp-like, or dull. | Dark urine and clay-colored or pale stools. | Nausea and vomiting. | Yellowing of the skin (jaundice), which may come and go. | Fever and chills.","I've been experiencing some concerning symptoms lately, including a pain on the upper right side or upper middle part of my abdomen, which sometimes radiates to my back or below my right shoulder blade, and it's been coming and going with a sharp, cramp-like, or dull sensation. Additionally, I've noticed that my urine has been dark, and my stools have been clay-colored or pale. I've also been dealing with nausea and vomiting. Furthermore, I've observed that my skin has been yellowing, which seems to come and go, and I've been experiencing fever and chills."
https://medlineplus.gov/ency/article/001182.htm,Adrenoleukodystrophy,"Crossed eyes | Problems with thinking speed and visual memory | Hyperactivity | Difficulty understanding what people are saying | Difficulty controlling urination | Possible worsening muscle weakness or leg stiffness | Decreased appetite | Muscle weakness | Visual impairment or blindness | Increased skin color | Difficulty at school | Worsening nervous system damage, including coma, decreased fine motor control, and paralysisÂ | Hearing loss | Handwriting that gets worse | Loss of weight andÂ muscle mass (wasting) | Changes in muscle tone, especially muscle spasms and uncontrolled movements | Seizures | Vomiting | Swallowing difficulties | Coma","I've been struggling with a multitude of concerning symptoms, including crossed eyes, difficulties with thinking speed and visual memory, and hyperactivity, which have been affecting my daily life, especially at school. I've also been experiencing difficulty understanding what people are saying, and I've lost control over my urination. Furthermore, I've noticed worsening muscle weakness and leg stiffness, as well as a decrease in my appetite. My muscles have become weaker, and I've started to experience visual impairment and even blindness in some cases. I've also observed an unusual increase in skin color. Unfortunately, my nervous system has been deteriorating, leading to coma, decreased fine motor control, and even paralysis. I've also been experiencing hearing loss, and my handwriting has become increasingly poor. Additionally, I've been losing weight and muscle mass, and my muscle tone has changed, resulting in muscle spasms and uncontrolled movements. I've even had seizures, and I've been vomiting and struggling with swallowing difficulties, which have led to a coma on occasion."
https://medlineplus.gov/ency/article/000408.htm,Familial lipoprotein lipase deficiency,"Abdominal pain (may appear as colic in infants) | Nausea, vomiting | Loss of appetite | High triglyceride levels in the blood | Pain in the muscles and bones | Fatty deposits in the skin (xanthomas) | Chronic inflammation of the pancreas | Yellowing of the eyes and skin (jaundice) | Pale retinas and white-colored blood vessels in the retinas | Enlarged liver and spleen | Failure to thrive in infants","I've been experiencing some concerning symptoms, including abdominal pain, which I've noticed can appear as colic in infants, accompanied by nausea and vomiting, which have led to a significant loss of appetite. Additionally, I've been told that my triglyceride levels in the blood are high. I've also been dealing with pain in my muscles and bones, and I've developed fatty deposits in my skin, known as xanthomas. Furthermore, I've been diagnosed with chronic inflammation of the pancreas, which has caused yellowing of my eyes and skin, known as jaundice. Upon examination, my retinas appear pale, and my blood vessels in the retinas are white-colored. I've also noticed that my liver and spleen are enlarged. As a parent, it's concerning to see my infant failing to thrive due to these symptoms."
https://medlineplus.gov/ency/article/000686.htm,Sciatica,"When sneezing, coughing, or laughing,Â especially if caused by a herniated disk | When bending backward or walking more than a few yards or meters, especially if caused by spinal stenosis | After standing or sitting | When straining or holding your breath, such as during a bowel movement | During certain times of the day, such as at night","I've been experiencing severe back pain, especially when I sneeze, cough, or laugh, which I think might be related to a herniated disk. I've also noticed that the pain worsens when I bend backward or walk more than a few yards, which could be due to spinal stenosis. Additionally, I've been feeling discomfort after standing or sitting for a while, and even when I strain or hold my breath, like during a bowel movement. What's interesting is that the pain seems to follow a pattern, getting worse during certain times of the day, especially at night."
https://medlineplus.gov/ency/article/001460.htm,Hot tub folliculitis,Have bumps that fill with pus | Look like acne | Be thicker under swimsuit areas where the water was in contact with the skin for longer | Turn into dark red tender nodules,"I've been developing some unusual skin issues lately, where I've noticed bumps that fill with pus, resembling acne, and they tend to be thicker in areas under my swimsuit where the water was in contact with my skin for longer periods. Unfortunately, these bumps have started to turn into dark red, tender nodules, and I'm not sure what's causing this reaction."
