sciatica,back cramps or spasms
sciatica,leg weakness
hypercalcemia,dizziness
hypercalcemia,retention of urine
hypercalcemia,weakness
hypercalcemia,loss of sensation
stress incontinence,retention of urine
stress incontinence,painful urination
stress incontinence,involuntary urination
stress incontinence,frequent urination
stress incontinence,blood in urine
stress incontinence,hot flashes
stress incontinence,intermenstrual bleeding
varicose veins,leg pain
varicose veins,skin lesion
varicose veins,peripheral edema
varicose veins,leg swelling
varicose veins,leg cramps or spasms
varicose veins,ache all over
varicose veins,lymphedema
varicose veins,leg lump or mass
benign kidney cyst,sharp abdominal pain
benign kidney cyst,vomiting
benign kidney cyst,involuntary urination
benign kidney cyst,blood in urine
benign kidney cyst,low back pain
benign kidney cyst,impotence
benign kidney cyst,side pain
hydrocele of the testicle,retention of urine
hydrocele of the testicle,groin mass
hydrocele of the testicle,symptoms of the scrotum and testes
hydrocele of the testicle,swelling of scrotum
hydrocele of the testicle,pain in testicles
hydrocele of the testicle,mass in scrotum
hydrocele of the testicle,lower abdominal pain
hydrocele of the testicle,groin pain
degenerative disc disease,leg pain
degenerative disc disease,hip pain
degenerative disc disease,arm pain
degenerative disc disease,back pain
degenerative disc disease,neck pain
degenerative disc disease,low back pain
degenerative disc disease,loss of sensation
degenerative disc disease,paresthesia
degenerative disc disease,shoulder pain
degenerative disc disease,lower body pain
degenerative disc disease,joint pain
hirsutism,abnormal appearing skin
hirsutism,acne or pimples
hirsutism,apnea
hirsutism,unwanted hair
dislocation of the foot,elbow weakness
dislocation of the foot,vomiting
dislocation of the foot,foot or toe pain
hydronephrosis,suprapubic pain
hydronephrosis,pain in testicles
hydronephrosis,sharp abdominal pain
hydronephrosis,vomiting
hydronephrosis,nausea
hydronephrosis,lower abdominal pain
hydronephrosis,back pain
hydronephrosis,side pain
diverticulosis,blood in stool
diverticulosis,sharp abdominal pain
diverticulosis,vomiting
diverticulosis,nausea
diverticulosis,diarrhea
diverticulosis,lower abdominal pain
diverticulosis,heartburn
diverticulosis,upper abdominal pain
diverticulosis,melena
diverticulosis,rectal bleeding
pain after an operation,sharp chest pain
pain after an operation,leg pain
pain after an operation,sharp abdominal pain
pain after an operation,vomiting
pain after an operation,headache
pain after an operation,nausea
pain after an operation,lower abdominal pain
pain after an operation,back pain
pain after an operation,neck pain
pain after an operation,low back pain
pain after an operation,side pain
huntington disease,anxiety and nervousness
huntington disease,elbow weakness
lymphoma,hoarse voice
lymphoma,groin mass
lymphoma,regurgitation
lymphoma,neck mass
lymphoma,itchy ear(s)
lymphoma,fatigue
lymphoma,regurgitation.1
dermatitis due to sun exposure,skin swelling
dermatitis due to sun exposure,lack of growth
dermatitis due to sun exposure,abnormal appearing skin
dermatitis due to sun exposure,skin lesion
dermatitis due to sun exposure,acne or pimples
dermatitis due to sun exposure,irregular appearing scalp
dermatitis due to sun exposure,skin moles
dermatitis due to sun exposure,skin dryness
dermatitis due to sun exposure,peeling
dermatitis due to sun exposure,scaliness
dermatitis due to sun exposure,or roughness
dermatitis due to sun exposure,skin rash
anemia due to chronic kidney disease,shortness of breath
anemia due to chronic kidney disease,peripheral edema
anemia due to chronic kidney disease,recent weight loss
anemia due to chronic kidney disease,weakness
anemia due to chronic kidney disease,fatigue
anemia due to chronic kidney disease,ankle swelling
injury to internal organ,sharp chest pain
injury to internal organ,retention of urine
injury to internal organ,sharp abdominal pain
injury to internal organ,frequent urination
injury to internal organ,back pain
injury to internal organ,side pain
scleritis,abnormal involuntary movements
scleritis,headache
scleritis,pain in eye
scleritis,spots or clouds in vision
scleritis,eye redness
pterygium,acne or pimples
pterygium,diminished vision
pterygium,symptoms of eye
pterygium,foreign body sensation in eye
pterygium,spots or clouds in vision
pterygium,eye redness
pterygium,lacrimation
fungal infection of the skin,skin swelling
fungal infection of the skin,abnormal appearing skin
fungal infection of the skin,skin lesion
fungal infection of the skin,acne or pimples
fungal infection of the skin,irregular appearing scalp
fungal infection of the skin,itching of skin
fungal infection of the skin,skin dryness
fungal infection of the skin,peeling
fungal infection of the skin,scaliness
fungal infection of the skin,or roughness
fungal infection of the skin,itchy scalp
fungal infection of the skin,too little hair
fungal infection of the skin,skin rash
insulin overdose,depressive or psychotic symptoms
insulin overdose,emotional symptoms
syndrome of inappropriate secretion of adh (siadh),dizziness
syndrome of inappropriate secretion of adh (siadh),feeling ill
syndrome of inappropriate secretion of adh (siadh),cross-eyed
foreign body in the ear,diminished hearing
foreign body in the ear,throat feels tight
foreign body in the ear,ear pain
foreign body in the ear,fluid in ear
foreign body in the ear,bleeding from ear
premenstrual tension syndrome,depressive or psychotic symptoms
premenstrual tension syndrome,headache
premenstrual tension syndrome,lower abdominal pain
premenstrual tension syndrome,back pain
premenstrual tension syndrome,unpredictable menstruation
premenstrual tension syndrome,premenstrual tension or irritability
orbital cellulitis,diminished hearing
orbital cellulitis,symptoms of eye
orbital cellulitis,pain in eye
orbital cellulitis,peripheral edema
orbital cellulitis,eye redness
orbital cellulitis,fever
orbital cellulitis,swollen eye
injury to the leg,leg pain
injury to the leg,knee pain
injury to the leg,foot or toe pain
injury to the leg,ankle pain
injury to the leg,knee swelling
injury to the leg,problems with movement
injury to the leg,knee stiffness or tightness
injury to the leg,leg swelling
injury to the leg,foot or toe swelling
injury to the leg,infant feeding problem
injury to the leg,irregular appearing nails
injury to the leg,ankle swelling
hepatic encephalopathy,shortness of breath
hepatic encephalopathy,depressive or psychotic symptoms
hepatic encephalopathy,abusing alcohol
hepatic encephalopathy,fainting
hepatic encephalopathy,sharp abdominal pain
hepatic encephalopathy,fluid retention
bone cancer,leg pain
bone cancer,low back pain
bone cancer,peripheral edema
bone cancer,problems with movement
bone cancer,fatigue
syringomyelia,fainting
syringomyelia,headache
syringomyelia,back pain
syringomyelia,shoulder pain
pulmonary fibrosis,shortness of breath
pulmonary fibrosis,sharp chest pain
pulmonary fibrosis,chest tightness
pulmonary fibrosis,cough
pulmonary fibrosis,fainting
pulmonary fibrosis,fever
pulmonary fibrosis,difficulty breathing
mitral valve disease,shortness of breath
mitral valve disease,sharp chest pain
mitral valve disease,dizziness
mitral valve disease,chest tightness
mitral valve disease,irregular heartbeat
mitral valve disease,increased heart rate
mitral valve disease,fatigue
mitral valve disease,sweating
mitral valve disease,nightmares
parkinson disease,dizziness
parkinson disease,abnormal involuntary movements
parkinson disease,difficulty speaking
parkinson disease,problems with movement
parkinson disease,weakness
parkinson disease,focal weakness
parkinson disease,disturbance of memory
parkinson disease,leg stiffness or tightness
parkinson disease,stiffness all over
gout,hand or finger pain
gout,wrist pain
gout,hand or finger swelling
gout,wrist swelling
gout,knee pain
gout,foot or toe pain
gout,ankle pain
gout,knee swelling
gout,leg swelling
gout,foot or toe swelling
gout,joint pain
gout,ankle swelling
otitis media,sore throat
otitis media,cough
otitis media,nasal congestion
otitis media,diminished hearing
otitis media,vomiting
otitis media,ear pain
otitis media,plugged feeling in ear
otitis media,fluid in ear
otitis media,fever
otitis media,coryza
otitis media,pulling at ears
drug abuse (opioids),anxiety and nervousness
drug abuse (opioids),depression
drug abuse (opioids),depressive or psychotic symptoms
drug abuse (opioids),insomnia
drug abuse (opioids),abusing alcohol
drug abuse (opioids),drug abuse
drug abuse (opioids),restlessness
drug abuse (opioids),excessive anger
drug abuse (opioids),delusions or hallucinations
drug abuse (opioids),temper problems
myelodysplastic syndrome,difficulty speaking
myelodysplastic syndrome,chills
myelodysplastic syndrome,fatigue
fracture of the shoulder,arm pain
fracture of the shoulder,arm stiffness or tightness
fracture of the shoulder,neck swelling
fracture of the shoulder,bones are painful
fracture of the shoulder,shoulder pain
fracture of the shoulder,shoulder stiffness or tightness
fracture of the shoulder,shoulder swelling
acute kidney injury,shortness of breath
acute kidney injury,sharp chest pain
acute kidney injury,dizziness
acute kidney injury,retention of urine
acute kidney injury,sharp abdominal pain
acute kidney injury,vomiting
acute kidney injury,nausea
acute kidney injury,peripheral edema
acute kidney injury,weakness
acute kidney injury,kidney mass
acute kidney injury,symptoms of the kidneys
threatened pregnancy,sharp abdominal pain
threatened pregnancy,lower abdominal pain
threatened pregnancy,vaginal discharge
threatened pregnancy,intermenstrual bleeding
threatened pregnancy,back pain
threatened pregnancy,pelvic pain
threatened pregnancy,problems during pregnancy
threatened pregnancy,spotting or bleeding during pregnancy
threatened pregnancy,cramps and spasms
threatened pregnancy,blood clots during menstrual periods
threatened pregnancy,uterine contractions
intracranial abscess,depressive or psychotic symptoms
intracranial abscess,headache
intracranial abscess,seizures
gum disease,lip swelling
gum disease,toothache
gum disease,facial pain
gum disease,mouth ulcer
gum disease,peripheral edema
gum disease,ear pain
gum disease,jaw swelling
gum disease,fever
gum disease,gum pain
gum disease,bleeding gums
gum disease,pain in gums
open wound from surgical incision,skin swelling
open wound from surgical incision,flatulence
open wound from surgical incision,skin lesion
gastrointestinal hemorrhage,dizziness
gastrointestinal hemorrhage,blood in stool
gastrointestinal hemorrhage,fainting
gastrointestinal hemorrhage,sharp abdominal pain
gastrointestinal hemorrhage,vomiting
gastrointestinal hemorrhage,nausea
gastrointestinal hemorrhage,diarrhea
gastrointestinal hemorrhage,vomiting blood
gastrointestinal hemorrhage,weakness
gastrointestinal hemorrhage,changes in stool appearance
gastrointestinal hemorrhage,melena
gastrointestinal hemorrhage,rectal bleeding
seborrheic dermatitis,abnormal appearing skin
seborrheic dermatitis,skin lesion
seborrheic dermatitis,acne or pimples
seborrheic dermatitis,skin growth
seborrheic dermatitis,irregular appearing scalp
seborrheic dermatitis,symptoms of the face
seborrheic dermatitis,itching of skin
seborrheic dermatitis,skin dryness
seborrheic dermatitis,peeling
seborrheic dermatitis,scaliness
seborrheic dermatitis,or roughness
seborrheic dermatitis,too little hair
seborrheic dermatitis,skin rash
seborrheic dermatitis,dry or flaky scalp
drug abuse (methamphetamine),anxiety and nervousness
drug abuse (methamphetamine),shortness of breath
drug abuse (methamphetamine),depressive or psychotic symptoms
drug abuse (methamphetamine),palpitations
drug abuse (methamphetamine),abusing alcohol
drug abuse (methamphetamine),hostile behavior
drug abuse (methamphetamine),drug abuse
drug abuse (methamphetamine),feeling ill
torticollis,abnormal involuntary movements
torticollis,throat swelling
torticollis,headache
torticollis,arm pain
torticollis,neck pain
torticollis,neck stiffness or tightness
torticollis,shoulder pain
torticollis,neck cramps or spasms
poisoning due to antihypertensives,depressive or psychotic symptoms
poisoning due to antihypertensives,sharp abdominal pain
poisoning due to antihypertensives,weakness
tension headache,anxiety and nervousness
tension headache,dizziness
tension headache,headache
tension headache,nausea
tension headache,neck pain
tension headache,neck stiffness or tightness
tension headache,chills
tension headache,back cramps or spasms
alcohol intoxication,anxiety and nervousness
alcohol intoxication,depression
alcohol intoxication,depressive or psychotic symptoms
alcohol intoxication,sharp chest pain
alcohol intoxication,abnormal involuntary movements
alcohol intoxication,abusing alcohol
alcohol intoxication,vomiting
alcohol intoxication,problems with movement
scurvy,sharp abdominal pain
scurvy,knee lump or mass
narcolepsy,shortness of breath
narcolepsy,insomnia
narcolepsy,headache
narcolepsy,disturbance of memory
narcolepsy,fatigue
narcolepsy,sleepiness
narcolepsy,apnea
food allergy,cough
food allergy,nasal congestion
food allergy,vomiting
food allergy,hand or finger swelling
food allergy,lip swelling
food allergy,abnormal appearing skin
food allergy,allergic reaction
food allergy,itching of skin
food allergy,skin rash
labyrinthitis,dizziness
labyrinthitis,diminished hearing
labyrinthitis,vomiting
labyrinthitis,headache
labyrinthitis,nausea
labyrinthitis,ear pain
labyrinthitis,plugged feeling in ear
labyrinthitis,spots or clouds in vision
labyrinthitis,loss of sensation
labyrinthitis,sweating
anxiety,anxiety and nervousness
anxiety,depression
anxiety,shortness of breath
anxiety,depressive or psychotic symptoms
anxiety,sharp chest pain
anxiety,insomnia
anxiety,abnormal involuntary movements
anxiety,palpitations
anxiety,irregular heartbeat
anxiety,headache
anxiety,increased heart rate
anxiety,fears and phobias
impulse control disorder,anxiety and nervousness
impulse control disorder,depression
impulse control disorder,depressive or psychotic symptoms
impulse control disorder,insomnia
impulse control disorder,excessive appetite
impulse control disorder,excessive anger
impulse control disorder,delusions or hallucinations
impulse control disorder,temper problems
stenosis of the tear duct,cough
stenosis of the tear duct,white discharge from eye
stenosis of the tear duct,symptoms of eye
stenosis of the tear duct,abnormal movement of eyelid
stenosis of the tear duct,lacrimation
abscess of nose,sore throat
abscess of nose,cough
abscess of nose,nasal congestion
abscess of nose,irritable infant
abscess of nose,vomiting
abscess of nose,fever
abscess of nose,coryza
abscess of nose,sinus congestion
omphalitis,emotional symptoms
omphalitis,flatulence
omphalitis,irregular belly button
leukemia,fever
leukemia,muscle stiffness or tightness
leukemia,fatigue
leukemia,mouth pain
bell palsy,abnormal involuntary movements
bell palsy,headache
bell palsy,facial pain
bell palsy,diminished vision
bell palsy,symptoms of eye
bell palsy,peripheral edema
bell palsy,weakness
bell palsy,loss of sensation
bell palsy,focal weakness
bell palsy,symptoms of the face
conjunctivitis due to allergy,cough
conjunctivitis due to allergy,nasal congestion
conjunctivitis due to allergy,diminished vision
conjunctivitis due to allergy,symptoms of eye
conjunctivitis due to allergy,pain in eye
conjunctivitis due to allergy,eye redness
conjunctivitis due to allergy,lacrimation
conjunctivitis due to allergy,itchiness of eye
conjunctivitis due to allergy,eye burns or stings
conjunctivitis due to allergy,allergic reaction
conjunctivitis due to allergy,swollen eye
conjunctivitis due to allergy,sneezing
drug reaction,shortness of breath
drug reaction,dizziness
drug reaction,throat swelling
drug reaction,vomiting
drug reaction,headache
drug reaction,nausea
drug reaction,abnormal appearing skin
drug reaction,peripheral edema
drug reaction,allergic reaction
drug reaction,itching of skin
drug reaction,skin rash
adrenal cancer,dizziness
adrenal cancer,diminished hearing
myopia,eye deviation
myopia,diminished vision
myopia,symptoms of eye
myopia,pain in eye
myopia,eye moves abnormally
myopia,foreign body sensation in eye
myopia,spots or clouds in vision
myopia,eye redness
myopia,blindness
osteoarthritis,leg pain
osteoarthritis,hip pain
osteoarthritis,hand or finger pain
osteoarthritis,back pain
osteoarthritis,knee pain
osteoarthritis,ankle pain
osteoarthritis,knee weakness
osteoarthritis,elbow pain
osteoarthritis,knee swelling
osteoarthritis,muscle pain
osteoarthritis,joint pain
thyroid disease,lump in throat
thyroid disease,throat feels tight
thyroid disease,difficulty in swallowing
thyroid disease,neck mass
pharyngitis,hoarse voice
pharyngitis,sore throat
pharyngitis,cough
pharyngitis,wheezing
pharyngitis,fever
chronic rheumatic fever,shortness of breath
chronic rheumatic fever,sharp chest pain
chronic rheumatic fever,dizziness
chronic rheumatic fever,chest tightness
chronic rheumatic fever,palpitations
chronic rheumatic fever,throat feels tight
chronic rheumatic fever,increased heart rate
hypocalcemia,shortness of breath
hypocalcemia,sharp chest pain
hypocalcemia,abnormal involuntary movements
hypocalcemia,constipation
hypocalcemia,leg weakness
macular degeneration,diminished vision
macular degeneration,double vision
macular degeneration,symptoms of eye
macular degeneration,pain in eye
macular degeneration,abnormal movement of eyelid
macular degeneration,foreign body sensation in eye
macular degeneration,spots or clouds in vision
macular degeneration,lacrimation
macular degeneration,itchiness of eye
macular degeneration,blindness
macular degeneration,bleeding from eye
pneumonia,shortness of breath
pneumonia,sharp chest pain
pneumonia,sore throat
pneumonia,cough
pneumonia,nasal congestion
pneumonia,vomiting
pneumonia,wheezing
pneumonia,weakness
pneumonia,fever
pneumonia,difficulty breathing
pneumonia,chills
pneumonia,coryza
cold sore,sore throat
cold sore,skin swelling
cold sore,vaginal itching
cold sore,lip swelling
cold sore,mouth ulcer
cold sore,skin rash
cold sore,lip sore
premature ventricular contractions (pvcs),shortness of breath
premature ventricular contractions (pvcs),sharp chest pain
premature ventricular contractions (pvcs),chest tightness
premature ventricular contractions (pvcs),palpitations
premature ventricular contractions (pvcs),irregular heartbeat
premature ventricular contractions (pvcs),fainting
premature ventricular contractions (pvcs),impotence
premature ventricular contractions (pvcs),sleepiness
testicular cancer,anxiety and nervousness
testicular cancer,diminished hearing
testicular cancer,mass in scrotum
hydrocephalus,depressive or psychotic symptoms
hydrocephalus,abnormal involuntary movements
hydrocephalus,lack of growth
hydrocephalus,vomiting
hydrocephalus,headache
hydrocephalus,problems with movement
hydrocephalus,seizures
breast cancer,hot flashes
breast cancer,bleeding or discharge from nipple
breast cancer,pain or soreness of breast
breast cancer,lump or mass of breast
anemia due to malignancy,shortness of breath
anemia due to malignancy,difficulty in swallowing
anemia due to malignancy,flatulence
anemia due to malignancy,fatigue
esophageal varices,dizziness
esophageal varices,nausea
endometrial cancer,vaginal itching
endometrial cancer,hot flashes
endometrial cancer,intermenstrual bleeding
endometrial cancer,absence of menstruation
endometrial cancer,vaginal bleeding after menopause
cystic fibrosis,cough
cystic fibrosis,feeling ill
cystic fibrosis,intermenstrual bleeding
cystic fibrosis,decreased appetite
intertrigo (skin condition),skin swelling
intertrigo (skin condition),abnormal appearing skin
intertrigo (skin condition),skin lesion
intertrigo (skin condition),acne or pimples
intertrigo (skin condition),skin dryness
intertrigo (skin condition),peeling
intertrigo (skin condition),scaliness
intertrigo (skin condition),or roughness
intertrigo (skin condition),skin rash
parathyroid adenoma,anxiety and nervousness
parathyroid adenoma,throat feels tight
parathyroid adenoma,disturbance of memory
parathyroid adenoma,shoulder pain
glucocorticoid deficiency,shortness of breath
glucocorticoid deficiency,lack of growth
glucocorticoid deficiency,diarrhea
temporomandibular joint disorder,sore throat
temporomandibular joint disorder,nasal congestion
temporomandibular joint disorder,diminished hearing
temporomandibular joint disorder,headache
temporomandibular joint disorder,facial pain
temporomandibular joint disorder,pain in eye
temporomandibular joint disorder,neck pain
temporomandibular joint disorder,ear pain
wilson disease,insomnia
wilson disease,cough
wilson disease,sleepiness
vesicoureteral reflux,suprapubic pain
vesicoureteral reflux,involuntary urination
vesicoureteral reflux,blood in urine
vesicoureteral reflux,fever
vitamin a deficiency,hand or finger pain
vitamin a deficiency,knee lump or mass
gonorrhea,sharp abdominal pain
gonorrhea,vaginal itching
gonorrhea,vaginal discharge
gonorrhea,problems with movement
gonorrhea,vaginal pain
gonorrhea,penile discharge
fracture of the rib,shortness of breath
fracture of the rib,sharp chest pain
fracture of the rib,hip pain
fracture of the rib,back pain
fracture of the rib,bones are painful
fracture of the rib,side pain
fracture of the rib,shoulder pain
fracture of the rib,ache all over
fracture of the rib,rib pain
fracture of the rib,back mass or lump
fracture of the rib,hurts to breath
ependymoma,emotional symptoms
ependymoma,headache
ependymoma,diminished vision
ependymoma,pain in eye
hepatitis due to a toxin,depression
hepatitis due to a toxin,jaundice
hepatitis due to a toxin,sharp abdominal pain
hepatitis due to a toxin,feeling ill
hepatitis due to a toxin,vomiting
hepatitis due to a toxin,nausea
hepatitis due to a toxin,rectal bleeding
hepatitis due to a toxin,itching of skin
vaginal cyst,sharp abdominal pain
vaginal cyst,lower abdominal pain
vaginal cyst,vaginal discharge
vaginal cyst,intermenstrual bleeding
vaginal cyst,pain during pregnancy
vaginal cyst,pelvic pain
vaginal cyst,vaginal pain
vaginal cyst,problems during pregnancy
vaginal cyst,spotting or bleeding during pregnancy
vaginal cyst,cramps and spasms
vaginal cyst,blood clots during menstrual periods
vaginal cyst,heavy menstrual flow
open wound of the shoulder,abusing alcohol
open wound of the shoulder,arm pain
open wound of the shoulder,shoulder pain
ectopic pregnancy,dizziness
ectopic pregnancy,sharp abdominal pain
ectopic pregnancy,nausea
ectopic pregnancy,lower abdominal pain
ectopic pregnancy,vaginal discharge
ectopic pregnancy,intermenstrual bleeding
ectopic pregnancy,pain during pregnancy
ectopic pregnancy,pelvic pain
chronic knee pain,leg pain
chronic knee pain,hip pain
chronic knee pain,back pain
chronic knee pain,knee pain
chronic knee pain,knee weakness
chronic knee pain,knee swelling
chronic knee pain,knee stiffness or tightness
chronic knee pain,leg swelling
chronic knee pain,joint pain
pinguecula,headache
pinguecula,symptoms of eye
pinguecula,lacrimation
pinguecula,itching of scrotum
hypergammaglobulinemia,blood in stool
hypergammaglobulinemia,fatigue
alcohol abuse,anxiety and nervousness
alcohol abuse,depression
alcohol abuse,depressive or psychotic symptoms
alcohol abuse,abusing alcohol
alcohol abuse,hostile behavior
alcohol abuse,drug abuse
alcohol abuse,vomiting blood
alcohol abuse,smoking problems
alcohol abuse,low self-esteem
carpal tunnel syndrome,hand or finger pain
carpal tunnel syndrome,wrist pain
carpal tunnel syndrome,hand or finger swelling
carpal tunnel syndrome,arm pain
carpal tunnel syndrome,wrist swelling
carpal tunnel syndrome,hand or finger stiffness or tightness
carpal tunnel syndrome,neck pain
carpal tunnel syndrome,elbow pain
carpal tunnel syndrome,loss of sensation
carpal tunnel syndrome,paresthesia
carpal tunnel syndrome,arm weakness
pituitary disorder,lack of growth
pituitary disorder,headache
pituitary disorder,hot flashes
pituitary disorder,pain in eye
kidney stone,retention of urine
kidney stone,suprapubic pain
kidney stone,sharp abdominal pain
kidney stone,vomiting
kidney stone,painful urination
kidney stone,frequent urination
kidney stone,lower abdominal pain
kidney stone,blood in urine
kidney stone,back pain
kidney stone,low back pain
kidney stone,side pain
autism,depressive or psychotic symptoms
autism,difficulty speaking
autism,lack of growth
autism,hostile behavior
autism,seizures
autism,constipation
autism,temper problems
autism,long menstrual periods
autism,antisocial behavior
cat scratch disease,skin swelling
cat scratch disease,groin mass
cat scratch disease,itchy eyelid
chronic glaucoma,white discharge from eye
chronic glaucoma,diminished vision
chronic glaucoma,symptoms of eye
chronic glaucoma,pain in eye
chronic glaucoma,foreign body sensation in eye
chronic glaucoma,spots or clouds in vision
chronic glaucoma,lacrimation
chronic glaucoma,itchiness of eye
chronic glaucoma,eye burns or stings
chronic glaucoma,mass on eyelid
retinal detachment,diminished vision
retinal detachment,double vision
retinal detachment,symptoms of eye
retinal detachment,pain in eye
retinal detachment,spots or clouds in vision
retinal detachment,lacrimation
retinal detachment,itchiness of eye
retinal detachment,blindness
aplastic anemia,lack of growth
aplastic anemia,nausea
aplastic anemia,weakness
aplastic anemia,slurring words
aplastic anemia,fever
aplastic anemia,fatigue
overflow incontinence,retention of urine
overflow incontinence,suprapubic pain
overflow incontinence,involuntary urination
overflow incontinence,blood in urine
overflow incontinence,hand or finger stiffness or tightness
overflow incontinence,impotence
overflow incontinence,symptoms of bladder
hemolytic anemia,cough
hemolytic anemia,nausea
hemolytic anemia,skin growth
hemolytic anemia,fatigue
lateral epicondylitis (tennis elbow),hand or finger pain
lateral epicondylitis (tennis elbow),wrist pain
lateral epicondylitis (tennis elbow),arm pain
lateral epicondylitis (tennis elbow),hand or finger stiffness or tightness
lateral epicondylitis (tennis elbow),elbow pain
lateral epicondylitis (tennis elbow),loss of sensation
lateral epicondylitis (tennis elbow),shoulder pain
lateral epicondylitis (tennis elbow),joint pain
open wound of the eye,white discharge from eye
open wound of the eye,diminished vision
open wound of the eye,symptoms of eye
open wound of the eye,pain in eye
open wound of the eye,spots or clouds in vision
syphilis,headache
syphilis,vaginal discharge
syphilis,muscle pain
syphilis,skin rash
diabetic kidney disease,blood in stool
diabetic kidney disease,impotence
nose disorder,sore throat
nose disorder,cough
nose disorder,nasal congestion
nose disorder,headache
nose disorder,facial pain
nose disorder,ear pain
nose disorder,fever
nose disorder,difficulty breathing
nose disorder,coryza
nose disorder,sinus congestion
nose disorder,painful sinuses
nose disorder,nosebleed
drug withdrawal,anxiety and nervousness
drug withdrawal,depression
drug withdrawal,dizziness
drug withdrawal,sharp abdominal pain
drug withdrawal,vomiting
drug withdrawal,nausea
drug withdrawal,chills
dental caries,skin swelling
dental caries,toothache
dental caries,facial pain
dental caries,restlessness
dental caries,peripheral edema
dental caries,ear pain
dental caries,jaw swelling
dental caries,neck swelling
dental caries,gum pain
dental caries,skin irritation
dental caries,mouth pain
dental caries,pain in gums
hypercholesterolemia,sharp chest pain
hypercholesterolemia,palpitations
hypercholesterolemia,hand or finger stiffness or tightness
hypercholesterolemia,weight gain
hypercholesterolemia,excessive urination at night
fracture of the patella,leg pain
fracture of the patella,hip pain
fracture of the patella,knee pain
fracture of the patella,bones are painful
fracture of the patella,knee swelling
fracture of the patella,leg weakness
kidney failure,shortness of breath
kidney failure,sharp chest pain
kidney failure,vomiting
kidney failure,nausea
kidney failure,arm swelling
kidney failure,leg swelling
kidney failure,swollen abdomen
kidney failure,symptoms of the kidneys
fracture of the neck,leg pain
fracture of the neck,hip pain
fracture of the neck,low back pain
fracture of the neck,elbow pain
fracture of the neck,lower body pain
muscle spasm,sharp chest pain
muscle spasm,abnormal involuntary movements
muscle spasm,leg pain
muscle spasm,headache
muscle spasm,arm pain
muscle spasm,back pain
muscle spasm,neck pain
muscle spasm,low back pain
muscle spasm,loss of sensation
muscle spasm,muscle cramps
muscle spasm,contractures
muscle spasm,or spasms
hemophilia,cough
hemophilia,leg pain
hemophilia,frontal headache
hemophilia,bleeding gums
hyperosmotic hyperketotic state,cough
hyperosmotic hyperketotic state,frequent urination
hyperosmotic hyperketotic state,weakness
peritonsillar abscess,sore throat
peritonsillar abscess,throat swelling
peritonsillar abscess,throat feels tight
peritonsillar abscess,difficulty in swallowing
peritonsillar abscess,headache
peritonsillar abscess,swollen lymph nodes
peritonsillar abscess,ear pain
gastroparesis,sharp chest pain
gastroparesis,sharp abdominal pain
gastroparesis,vomiting
gastroparesis,nausea
gastroparesis,regurgitation
gastroparesis,burning abdominal pain
gastroparesis,upper abdominal pain
gastroparesis,regurgitation.1
itching of unknown cause,vaginal itching
itching of unknown cause,abnormal appearing skin
itching of unknown cause,problems during pregnancy
itching of unknown cause,allergic reaction
itching of unknown cause,fluid retention
itching of unknown cause,itching of skin
itching of unknown cause,skin dryness
itching of unknown cause,peeling
itching of unknown cause,scaliness
itching of unknown cause,or roughness
itching of unknown cause,itchy scalp
itching of unknown cause,skin rash
polycythemia vera,dizziness
polycythemia vera,headache
polycythemia vera,symptoms of eye
polycythemia vera,weight gain
polycythemia vera,fatigue
thrombocytopenia,sharp chest pain
thrombocytopenia,blood in stool
thrombocytopenia,blood in urine
thrombocytopenia,irregular appearing scalp
thrombocytopenia,fatigue
thrombocytopenia,nosebleed
thrombocytopenia,bleeding gums
head and neck cancer,hoarse voice
head and neck cancer,sore throat
head and neck cancer,throat feels tight
head and neck cancer,difficulty in swallowing
head and neck cancer,neck mass
head and neck cancer,plugged feeling in ear
head and neck cancer,hemoptysis
head and neck cancer,mouth pain
pseudohypoparathyroidism,leg pain
pseudohypoparathyroidism,elbow weakness
pseudohypoparathyroidism,wrist pain
pseudohypoparathyroidism,knee pain
goiter,lump in throat
goiter,difficulty in swallowing
goiter,hot flashes
goiter,weight gain
goiter,fatigue
urge incontinence,retention of urine
urge incontinence,vaginal itching
urge incontinence,painful urination
urge incontinence,involuntary urination
urge incontinence,frequent urination
urge incontinence,blood in urine
urge incontinence,excessive urination at night
urge incontinence,constipation
urge incontinence,symptoms of bladder
edward syndrome,suprapubic pain
edward syndrome,cross-eyed
open wound of the arm,arm pain
open wound of the arm,knee weakness
open wound of the arm,elbow pain
open wound of the arm,redness in or around nose
muscular dystrophy,cough
muscular dystrophy,nasal congestion
muscular dystrophy,hip pain
muscular dystrophy,feeling cold
muscular dystrophy,fatigue
mittelschmerz,sharp abdominal pain
mittelschmerz,vomiting
mittelschmerz,diarrhea
mittelschmerz,lower abdominal pain
mittelschmerz,pelvic pain
mittelschmerz,painful menstruation
corneal abrasion,white discharge from eye
corneal abrasion,diminished vision
corneal abrasion,symptoms of eye
corneal abrasion,pain in eye
corneal abrasion,foreign body sensation in eye
corneal abrasion,eye redness
corneal abrasion,lacrimation
corneal abrasion,itchiness of eye
corneal abrasion,eyelid swelling
anemia of chronic disease,dizziness
anemia of chronic disease,emotional symptoms
anemia of chronic disease,feeling ill
anemia of chronic disease,weakness
dysthymic disorder,anxiety and nervousness
dysthymic disorder,depression
dysthymic disorder,depressive or psychotic symptoms
